id,product_id,feature,value
11470,5170,Non-GMO,null
11471,5171,Cut,Striaght
11472,5172,5 Year Warranty,null
11473,5173,Green Leaf Certified,null
11474,5173,Green Leaf Certified,null
11475,5173,Material,FullControl Skin
11476,5174,Stitching,Cross Stitch
11477,5175,Frame,DuraResin
11478,5175,Buttons,Blue Resin
11479,5175,5 Year Warranty,null
11480,5176,Fabric,Silk
11481,5176,Material,FullSupport Hybrid Compound
11482,5176,Sustainably Sourced,null
11483,5176,Non-GMO,null
11484,5177,Cut,Straight
11485,5177,Material,FullControl Skin
11486,5178,Fabric,Velvet
11487,5178,5 Year Warranty,null
11488,5179,Fabric,FullControlSkin
11489,5179,Frame,DuraResin
11490,5180,Sustainably Sourced,null
11491,5180,5 Year Warranty,null
11492,5181,Lens,Ultrasheen Silver
11493,5181,Buttons,Ivory
11494,5182,Non-GMO,null
11495,5182,Sustainably Sourced,null
11496,5183,Non-GMO,null
11497,5183,Lens,Ultrasheen Gold
11498,5184,Green Leaf Certified,null
11499,5184,Material,Control Support Bridge
11500,5185,Non-GMO,null
11501,5186,Buttons,Ivory
11502,5186,Non-GMO,null
11503,5187,Cut,Striaght
11504,5188,Sustainably Sourced,null
11505,5188,5 Year Warranty,null
11506,5188,Lens,100% UV Protective
11507,5189,Sustainably Sourced,null
11508,5190,Buttons,Ivory
11509,5190,Cut,Striaght
11510,5190,Sustainably Sourced,null
11511,5191,Cut,Straight
11512,5191,Sustainably Sourced,null
11513,5191,Non-GMO,null
11514,5192,Buttons,Ivory
11515,5192,Buttons,White Resin
11516,5193,Cut,Loose
11517,5193,5 Year Warranty,null
11518,5194,Buttons,Brass
11519,5194,Non-GMO,null
11520,5195,Cut,Skinny
11521,5195,Green Leaf Certified,null
11522,5196,Material,Rubber Mesh
11523,5196,Frame,DuraResin
11524,5196,5 Year Warranty,null
11525,5197,5 Year Warranty,null
11526,5197,Satisfaction Guaranteed,null
11527,5198,Satisfaction Guaranteed,null
11528,5198,Sustainably Sourced,null
11529,5198,5 Year Warranty,null
11530,5198,Stitching,Cross Stitch
11531,5199,Non-GMO,null
11532,5199,Non-GMO,null
11533,5199,Green Leaf Certified,null
11534,5200,Cut,Straight
11535,5200,Cut,Skinny
11536,5201,Material,Armor Weave
11537,5201,Non-GMO,null
11538,5201,Green Leaf Certified,null
11539,5201,Satisfaction Guaranteed,null
11540,5202,Satisfaction Guaranteed,null
11541,5202,5 Year Warranty,null
11542,5203,Buttons,Ivory
11543,5203,Stitching,Cross Stitch
11544,5204,Fair Trade Certified,null
11545,5204,Non-GMO,null
11546,5204,Lens,Ultrasheen Gold
11547,5205,Cut,Straight
11548,5205,Sustainably Sourced,null
11549,5206,Satisfaction Guaranteed,null
11550,5207,Non-GMO,null
11551,5208,Green Leaf Certified,null
11552,5208,Lifetime Guarantee,null
11553,5209,Frame,AllLight Composition Resin
11554,5209,Fair Trade Certified,null
11555,5209,Non-GMO,null
11556,5209,Frame,DuraResin
11557,5210,Fair Trade Certified,null
11558,5210,Green Leaf Certified,null
11559,5211,Lifetime Guarantee,null
11560,5211,Buttons,Black Resin
11561,5211,Material,FullControl Skin
11562,5212,Cut,Skinny
11563,5212,Green Leaf Certified,null
11564,5213,Non-GMO,null
11565,5214,Buttons,Brass
11566,5214,Fair Trade Certified,null
11567,5215,Sustainably Sourced,null
11568,5215,Non-GMO,null
11569,5215,Non-GMO,null
11570,5216,Lens,100% UV Protective
11571,5216,Cut,Striaght
11572,5216,Non-GMO,null
11573,5217,Fabric,"80% Cotton, 20% Polyester"
11574,5218,Frame,AllLight Composition Resin
11575,5218,Frame,AllLight Composition Resin
11576,5218,Fair Trade Certified,null
11577,5219,Non-GMO,null
11578,5219,Fabric,"80% Cotton, 20% Polyester"
11579,5219,Stitching,Double Stitch
11580,5219,Satisfaction Guaranteed,null
11581,5220,Fabric,FullControlSkin
11582,5220,Lens,100% UV Protective
11583,5220,Lens,Ultrasheen Silver
11584,5220,Satisfaction Guaranteed,null
11585,5221,Stitching,Cross Stitch
11586,5221,Fair Trade Certified,null
11587,5222,Satisfaction Guaranteed,null
11588,5223,Green Leaf Certified,null
11589,5223,Sustainably Sourced,null
11590,5224,Stitching,Double Stitch
11591,5224,Fabric,Canvas
11592,5224,Fair Trade Certified,null
11593,5225,Buttons,Ivory
11594,5225,Cut,Loose
11595,5225,Lifetime Guarantee,null
11596,5226,Lens,Ultrasheen Basic
11597,5226,Fair Trade Certified,null
11598,5226,Non-GMO,null
11599,5227,Lens,Ultrasheen Basic
11600,5227,Satisfaction Guaranteed,null
11601,5228,Sustainably Sourced,null
11602,5228,Material,Rubber Mesh
11603,5228,Cut,Skinny
11604,5228,Non-GMO,null
11605,5229,Lens,Ultrasheen Silver
11606,5229,Buttons,Black Resin
11607,5230,Material,Rubber Mesh
11608,5231,Sustainably Sourced,null
11609,5232,Non-GMO,null
11610,5232,Buttons,Blue Resin
11611,5232,Green Leaf Certified,null
11612,5233,5 Year Warranty,null
11613,5233,Buttons,Ivory
11614,5233,Non-GMO,null
11615,5234,Green Leaf Certified,null
11616,5234,Buttons,Black Resin
11617,5234,Lifetime Guarantee,null
11618,5235,Non-GMO,null
11619,5235,Cut,Skinny
11620,5236,Green Leaf Certified,null
11621,5236,Buttons,Ivory
11622,5236,Non-GMO,null
11623,5237,Cut,Skinny
11624,5237,Cut,Striaght
11625,5238,Cut,Straight
11626,5238,Stitching,Double Stitch
11627,5238,Non-GMO,null
11628,5239,Buttons,Brass
11629,5239,5 Year Warranty,null
11630,5240,Satisfaction Guaranteed,null
11631,5241,Sustainably Sourced,null
11632,5241,Buttons,Ivory
11633,5241,5 Year Warranty,null
11634,5242,5 Year Warranty,null
11635,5242,Cut,Loose
11636,5242,Sustainably Sourced,null
11637,5243,Sustainably Sourced,null
11638,5243,Material,Armor Weave
11639,5243,Cut,Loose
11640,5243,Sustainably Sourced,null
11641,5244,Green Leaf Certified,null
11642,5245,Fabric,Velvet
11643,5245,Lifetime Guarantee,null
11644,5245,Cut,Striaght
11645,5246,Satisfaction Guaranteed,null
11646,5246,Fair Trade Certified,null
11647,5246,Material,FullSupport Hybrid Compound
11648,5246,Lifetime Guarantee,null
11649,5247,Non-GMO,null
11650,5247,Cut,Striaght
11651,5247,Sustainably Sourced,null
11652,5248,Non-GMO,null
11653,5248,Fair Trade Certified,null
11654,5249,Green Leaf Certified,null
11655,5249,Non-GMO,null
11656,5249,Cut,Striaght
11657,5250,Non-GMO,null
11658,5250,Cut,Straight
11659,5250,Buttons,Brass
11660,5251,Non-GMO,null
11661,5251,Fair Trade Certified,null
11662,5252,Cut,Loose
11663,5252,Fabric,Canvas
11664,5252,5 Year Warranty,null
11665,5253,Cut,Loose
11666,5253,Material,FullSupport Hybrid Compound
11667,5253,Lifetime Guarantee,null
11668,5254,Satisfaction Guaranteed,null
11669,5255,Stitching,Cross Stitch
11670,5255,Lifetime Guarantee,null
11671,5256,5 Year Warranty,null
11672,5256,Sustainably Sourced,null
11673,5257,Material,FullControl Skin
11674,5257,5 Year Warranty,null
11675,5257,Cut,Loose
11676,5258,Non-GMO,null
11677,5259,Lens,Ultrasheen Silver
11678,5259,Buttons,Black Resin
11679,5260,Fair Trade Certified,null
11680,5261,Frame,DuraResin
11681,5261,Fabric,FullControlSkin
11682,5262,Cut,Skinny
11683,5262,Material,Rubber Mesh
11684,5262,Cut,Loose
11685,5263,Cut,Skinny
11686,5263,Frame,AllLight Composition Resin
11687,5264,Non-GMO,null
11688,5264,Sustainably Sourced,null
11689,5264,Cut,Striaght
11690,5265,Fabric,Cashmere
11691,5266,Material,FullControl Skin
11692,5266,Fabric,Cool Fit
11693,5266,Cut,Straight
11694,5267,Non-GMO,null
11695,5268,Frame,DuraResin
11696,5268,5 Year Warranty,null
11697,5269,Lifetime Guarantee,null
11698,5269,Lifetime Guarantee,null
11699,5270,Lifetime Guarantee,null
11700,5270,Green Leaf Certified,null
11701,5271,Cut,Loose
11702,5271,Green Leaf Certified,null
11703,5272,5 Year Warranty,null
11704,5272,Stitching,Double Stitch
11705,5273,Satisfaction Guaranteed,null
11706,5273,5 Year Warranty,null
11707,5273,Buttons,Blue Resin
11708,5273,Lifetime Guarantee,null
11709,5274,Lens,Ultrasheen Silver
11710,5274,Satisfaction Guaranteed,null
11711,5274,Sustainably Sourced,null
11712,5275,Lens,Ultrasheen Basic
11713,5276,Green Leaf Certified,null
11714,5276,Non-GMO,null
11715,5276,Green Leaf Certified,null
11716,5276,Sustainably Sourced,null
11717,5277,Sustainably Sourced,null
11718,5277,Cut,Skinny
11719,5278,Green Leaf Certified,null
11720,5278,Cut,Striaght
11721,5279,Material,FullControl Skin
11722,5279,Lifetime Guarantee,null
11723,5279,Non-GMO,null
11724,5280,Lens,100% UV Protective
11725,5280,Non-GMO,null
11726,5280,Non-GMO,null
11727,5281,Frame,AllLight Composition Resin
11728,5281,5 Year Warranty,null
11729,5281,Buttons,Brass
11730,5281,Fabric,"95% Cotton, 5% Elastic"
11731,5282,Fabric,"95% Cotton, 5% Elastic"
11732,5283,Stitching,Cross Stitch
11733,5284,Fabric,"95% Cotton, 5% Elastic"
11734,5284,Non-GMO,null
11735,5284,Non-GMO,null
11736,5285,Stitching,Double Stitch
11737,5285,Non-GMO,null
11738,5285,Cut,Straight
11739,5286,Fair Trade Certified,null
11740,5286,Green Leaf Certified,null
11741,5286,5 Year Warranty,null
11742,5287,Satisfaction Guaranteed,null
11743,5287,Stitching,Cross Stitch
11744,5287,Material,Rubber Mesh
11745,5288,Green Leaf Certified,null
11746,5288,Cut,Loose
11747,5288,Non-GMO,null
11748,5288,Material,FullSupport Hybrid Compound
11749,5289,Lifetime Guarantee,null
11750,5289,Non-GMO,null
11751,5289,Lifetime Guarantee,null
11752,5290,Satisfaction Guaranteed,null
11753,5291,Non-GMO,null
11754,5291,Cut,Straight
11755,5292,Frame,DuraResin
11756,5292,Fabric,Cashmere
11757,5292,Lens,Ultrasheen Gold
11758,5293,Lens,Ultrasheen Silver
11759,5293,Stitching,Cross Stitch
11760,5293,Sustainably Sourced,null
11761,5293,Fabric,Wool
11762,5294,Cut,Striaght
11763,5295,Satisfaction Guaranteed,null
11764,5295,Green Leaf Certified,null
11765,5296,Lifetime Guarantee,null
11766,5296,Cut,Striaght
11767,5296,Satisfaction Guaranteed,null
11768,5297,Buttons,White Resin
11769,5298,Frame,AllLight Composition Resin
11770,5298,Fabric,Cool Fit
11771,5298,Satisfaction Guaranteed,null
11772,5299,Non-GMO,null
11773,5300,Non-GMO,null
11774,5301,Cut,Loose
11775,5302,Non-GMO,null
11776,5302,Cut,Straight
11777,5302,Green Leaf Certified,null
11778,5303,Cut,Straight
11779,5303,Fabric,FullControlSkin
11780,5304,Non-GMO,null
11781,5305,Material,FullControl Skin
11782,5305,Cut,Loose
11783,5306,Buttons,Ivory
11784,5307,Frame,AllLight Composition Resin
11785,5308,Non-GMO,null
11786,5308,Frame,DuraResin
11787,5308,Lifetime Guarantee,null
11788,5309,Lens,100% UV Protective
11789,5309,Buttons,Blue Resin
11790,5310,Stitching,Cross Stitch
11791,5310,Buttons,Blue Resin
11792,5310,Lens,100% UV Protective
11793,5311,Satisfaction Guaranteed,null
11794,5311,Buttons,Black Resin
11795,5311,Lifetime Guarantee,null
11796,5312,Buttons,Blue Resin
11797,5312,Stitching,Cross Stitch
11798,5313,5 Year Warranty,null
11799,5313,Buttons,Blue Resin
11800,5314,Non-GMO,null
11801,5314,Lifetime Guarantee,null
11802,5314,Lens,Ultrasheen Basic
11803,5315,Cut,Skinny
11804,5315,Cut,Skinny
11805,5315,Stitching,Cross Stitch
11806,5315,Non-GMO,null
11807,5316,Sustainably Sourced,null
11808,5317,Cut,Skinny
11809,5317,Material,FullSupport Hybrid Compound
11810,5317,Fabric,Canvas
11811,5318,Fair Trade Certified,null
11812,5318,5 Year Warranty,null
11813,5319,Frame,AllLight Composition Resin
11814,5319,Material,Control Support Bridge
11815,5320,Lens,100% UV Protective
11816,5321,Sustainably Sourced,null
11817,5321,5 Year Warranty,null
11818,5321,Buttons,Black Resin
11819,5322,Frame,AllLight Composition Resin
11820,5323,Buttons,Brass
11821,5324,Green Leaf Certified,null
11822,5324,5 Year Warranty,null
11823,5324,Green Leaf Certified,null
11824,5325,Material,Rubber Mesh
11825,5325,Fabric,Wool
11826,5325,Green Leaf Certified,null
11827,5326,Cut,Loose
11828,5326,Frame,AllLight Composition Resin
11829,5327,Material,FullControl Skin
11830,5328,Satisfaction Guaranteed,null
11831,5328,Buttons,Blue Resin
11832,5329,Stitching,Cross Stitch
11833,5329,Lens,100% UV Protective
11834,5330,5 Year Warranty,null
11835,5330,Non-GMO,null
11836,5331,Frame,AllLight Composition Resin
11837,5331,Cut,Striaght
11838,5332,Material,Armor Weave
11839,5332,Cut,Skinny
11840,5332,Non-GMO,null
11841,5333,Cut,Skinny
11842,5333,Frame,DuraResin
11843,5334,Non-GMO,null
11844,5335,Cut,Straight
11845,5336,Buttons,Ivory
11846,5336,Lens,Ultrasheen Basic
11847,5337,Non-GMO,null
11848,5337,Cut,Striaght
11849,5338,Cut,Loose
11850,5338,Fair Trade Certified,null
11851,5339,Cut,Loose
11852,5339,Non-GMO,null
11853,5339,Lens,Ultrasheen Basic
11854,5340,Buttons,Blue Resin
11855,5340,Non-GMO,null
11856,5341,Buttons,Ivory
11857,5341,Cut,Skinny
11858,5341,Non-GMO,null
11859,5342,Cut,Skinny
11860,5343,Cut,Loose
11861,5344,Green Leaf Certified,null
11862,5344,Non-GMO,null
11863,5345,5 Year Warranty,null
11864,5345,Sustainably Sourced,null
11865,5345,Fair Trade Certified,null
11866,5345,Lifetime Guarantee,null
11867,5346,Cut,Loose
11868,5346,Non-GMO,null
11869,5347,Satisfaction Guaranteed,null
11870,5348,Fabric,Velvet
11871,5348,5 Year Warranty,null
11872,5349,Lens,Ultrasheen Silver
11873,5350,Lens,Ultrasheen Basic
11874,5350,Material,FullSupport Hybrid Compound
11875,5350,Stitching,Double Stitch
11876,5351,Frame,AllLight Composition Resin
11877,5352,Buttons,Black Resin
11878,5352,Non-GMO,null
11879,5353,Green Leaf Certified,null
11880,5353,Material,FullSupport Hybrid Compound
11881,5354,Non-GMO,null
11882,5354,Fair Trade Certified,null
11883,5354,Fabric,Wool
11884,5354,Stitching,Double Stitch
11885,5355,Non-GMO,null
11886,5355,Lifetime Guarantee,null
11887,5356,Satisfaction Guaranteed,null
11888,5356,Frame,AllLight Composition Resin
11889,5357,Lifetime Guarantee,null
11890,5357,Non-GMO,null
11891,5357,Satisfaction Guaranteed,null
11892,5358,Non-GMO,null
11893,5358,Material,Rubber Mesh
11894,5359,5 Year Warranty,null
11895,5359,Satisfaction Guaranteed,null
11896,5359,Lifetime Guarantee,null
11897,5359,Fabric,100% Cotton
11898,5360,Material,Armor Weave
11899,5361,Non-GMO,null
11900,5361,Non-GMO,null
11901,5361,Non-GMO,null
11902,5362,Sustainably Sourced,null
11903,5362,Green Leaf Certified,null
11904,5363,Green Leaf Certified,null
11905,5363,Frame,AllLight Composition Resin
11906,5363,Sustainably Sourced,null
11907,5364,Satisfaction Guaranteed,null
11908,5364,Sustainably Sourced,null
11909,5364,Cut,Striaght
11910,5365,5 Year Warranty,null
11911,5365,5 Year Warranty,null
11912,5365,Lens,Ultrasheen Basic
11913,5366,Non-GMO,null
11914,5366,Material,FullSupport Hybrid Compound
11915,5366,Cut,Striaght
11916,5367,Green Leaf Certified,null
11917,5367,Sustainably Sourced,null
11918,5368,Non-GMO,null
11919,5368,Cut,Skinny
11920,5368,5 Year Warranty,null
11921,5368,Stitching,Double Stitch
11922,5369,Satisfaction Guaranteed,null
11923,5369,Material,Armor Weave
11924,5370,Non-GMO,null
11925,5370,Green Leaf Certified,null
11926,5370,Cut,Straight
11927,5371,5 Year Warranty,null
11928,5371,Green Leaf Certified,null
11929,5371,Lens,Ultrasheen Gold
11930,5372,Non-GMO,null
11931,5372,Stitching,Cross Stitch
11932,5372,Lifetime Guarantee,null
11933,5372,Fair Trade Certified,null
11934,5373,Buttons,White Resin
11935,5373,Lens,Ultrasheen Silver
11936,5374,5 Year Warranty,null
11937,5375,Frame,AllLight Composition Resin
11938,5375,Cut,Straight
11939,5376,Fair Trade Certified,null
11940,5376,Cut,Straight
11941,5376,Green Leaf Certified,null
11942,5377,Satisfaction Guaranteed,null
11943,5377,Green Leaf Certified,null
11944,5377,Fair Trade Certified,null
11945,5378,Fair Trade Certified,null
11946,5379,Fabric,Cool Fit
11947,5379,Stitching,Cross Stitch
11948,5380,Satisfaction Guaranteed,null
11949,5380,Cut,Skinny
11950,5381,Material,FullControl Skin
11951,5381,Fair Trade Certified,null
11952,5381,Lens,100% UV Protective
11953,5382,Lens,Ultrasheen Gold
11954,5382,Non-GMO,null
11955,5383,Satisfaction Guaranteed,null
11956,5383,Sustainably Sourced,null
11957,5383,Buttons,Ivory
11958,5384,Green Leaf Certified,null
11959,5384,Cut,Loose
11960,5385,Buttons,White Resin
11961,5385,Material,Armor Weave
11962,5386,Stitching,Cross Stitch
11963,5386,Green Leaf Certified,null
11964,5386,Non-GMO,null
11965,5387,Lifetime Guarantee,null
11966,5388,Frame,DuraResin
11967,5388,Fair Trade Certified,null
11968,5389,Stitching,Double Stitch
11969,5389,Stitching,Double Stitch
11970,5390,Frame,AllLight Composition Resin
11971,5391,Stitching,Cross Stitch
11972,5391,Non-GMO,null
11973,5392,Non-GMO,null
11974,5392,Lifetime Guarantee,null
11975,5392,Lens,Ultrasheen Basic
11976,5393,Non-GMO,null
11977,5393,Fabric,Canvas
11978,5394,Non-GMO,null
11979,5394,Non-GMO,null
11980,5394,Green Leaf Certified,null
11981,5394,Sustainably Sourced,null
11982,5395,Fabric,FullControlSkin
11983,5396,Fabric,Cool Fit
11984,5397,Cut,Loose
11985,5397,Stitching,Cross Stitch
11986,5397,Sustainably Sourced,null
11987,5398,Satisfaction Guaranteed,null
11988,5398,5 Year Warranty,null
11989,5398,Fabric,"95% Cotton, 5% Elastic"
11990,5399,Material,FullControl Skin
11991,5399,Lens,Ultrasheen Gold
11992,5400,Stitching,Cross Stitch
11993,5400,Non-GMO,null
11994,5401,Buttons,Brass
11995,5401,Material,Rubber Mesh
11996,5401,Stitching,Double Stitch
11997,5402,Fair Trade Certified,null
11998,5402,Material,FullControl Skin
11999,5402,Satisfaction Guaranteed,null
12000,5403,Material,FullSupport Hybrid Compound
12001,5404,Cut,Striaght
12002,5404,Sustainably Sourced,null
12003,5405,Non-GMO,null
12004,5406,Sustainably Sourced,null
12005,5406,Stitching,Cross Stitch
12006,5407,Satisfaction Guaranteed,null
12007,5407,Cut,Striaght
12008,5408,Non-GMO,null
12009,5408,Green Leaf Certified,null
12010,5408,Sustainably Sourced,null
12011,5409,Non-GMO,null
12012,5409,Sustainably Sourced,null
12013,5410,Cut,Skinny
12014,5410,Buttons,Blue Resin
12015,5411,Cut,Skinny
12016,5411,Non-GMO,null
12017,5412,Cut,Skinny
12018,5413,5 Year Warranty,null
12019,5413,Satisfaction Guaranteed,null
12020,5414,Buttons,Brass
12021,5414,Fair Trade Certified,null
12022,5415,Lens,Ultrasheen Basic
12023,5415,Non-GMO,null
12024,5415,Cut,Skinny
12025,5416,Fabric,100% Cotton
12026,5416,Fair Trade Certified,null
12027,5417,Cut,Loose
12028,5417,Sustainably Sourced,null
12029,5417,Frame,AllLight Composition Resin
12030,5418,Cut,Loose
12031,5418,Cut,Striaght
12032,5419,Lens,Ultrasheen Gold
12033,5419,Satisfaction Guaranteed,null
12034,5419,Buttons,Ivory
12035,5420,Sustainably Sourced,null
12036,5420,Fair Trade Certified,null
12037,5420,Satisfaction Guaranteed,null
12038,5421,Satisfaction Guaranteed,null
12039,5421,Fabric,Cashmere
12040,5421,Green Leaf Certified,null
12041,5421,Material,FullControl Skin
12042,5422,Material,Rubber Mesh
12043,5422,Non-GMO,null
12044,5422,Lifetime Guarantee,null
12045,5423,5 Year Warranty,null
12046,5424,5 Year Warranty,null
12047,5424,Lens,Ultrasheen Gold
12048,5424,Non-GMO,null
12049,5425,Stitching,Cross Stitch
12050,5426,Material,FullSupport Hybrid Compound
12051,5426,Green Leaf Certified,null
12052,5426,Material,FullControl Skin
12053,5427,Material,Rubber Mesh
12054,5428,Satisfaction Guaranteed,null
12055,5428,Green Leaf Certified,null
12056,5428,Cut,Loose
12057,5429,Buttons,Ivory
12058,5430,Sustainably Sourced,null
12059,5430,Cut,Loose
12060,5431,Non-GMO,null
12061,5432,Satisfaction Guaranteed,null
12062,5432,Fabric,Cool Fit
12063,5432,Material,FullControl Skin
12064,5433,Material,FullControl Skin
12065,5434,Stitching,Double Stitch
12066,5434,Sustainably Sourced,null
12067,5434,5 Year Warranty,null
12068,5435,Frame,DuraResin
12069,5435,Buttons,Brass
12070,5435,5 Year Warranty,null
12071,5435,Fair Trade Certified,null
12072,5436,Green Leaf Certified,null
12073,5436,Non-GMO,null
12074,5436,Sustainably Sourced,null
12075,5437,Material,Rubber Mesh
12076,5438,Buttons,Ivory
12077,5438,Fabric,Velvet
12078,5438,Lifetime Guarantee,null
12079,5438,Fair Trade Certified,null
12080,5439,5 Year Warranty,null
12081,5439,Satisfaction Guaranteed,null
12082,5440,Sustainably Sourced,null
12083,5441,Buttons,Black Resin
12084,5442,Cut,Skinny
12085,5443,Buttons,Ivory
12086,5444,Satisfaction Guaranteed,null
12087,5444,Fair Trade Certified,null
12088,5444,Lens,100% UV Protective
12089,5445,Cut,Striaght
12090,5446,Buttons,Brass
12091,5447,Lens,Ultrasheen Basic
12092,5447,Cut,Skinny
12093,5448,Sustainably Sourced,null
12094,5448,Satisfaction Guaranteed,null
12095,5449,Stitching,Double Stitch
12096,5449,Non-GMO,null
12097,5449,Cut,Skinny
12098,5450,Stitching,Double Stitch
12099,5451,Satisfaction Guaranteed,null
12100,5451,Fabric,FullControlSkin
12101,5452,Fabric,Silk
12102,5452,Green Leaf Certified,null
12103,5452,Fabric,100% Cotton
12104,5452,Satisfaction Guaranteed,null
12105,5453,Lifetime Guarantee,null
12106,5453,Satisfaction Guaranteed,null
12107,5454,Cut,Skinny
12108,5454,Buttons,Ivory
12109,5455,Cut,Skinny
12110,5455,Lens,Ultrasheen Gold
12111,5455,Frame,DuraResin
12112,5455,Non-GMO,null
12113,5456,Material,Control Support Bridge
12114,5457,Fabric,Silk
12115,5457,Lifetime Guarantee,null
12116,5457,Satisfaction Guaranteed,null
12117,5458,5 Year Warranty,null
12118,5459,Non-GMO,null
12119,5460,Lens,Ultrasheen Silver
12120,5460,Sustainably Sourced,null
12121,5461,5 Year Warranty,null
12122,5462,Buttons,White Resin
12123,5462,Cut,Loose
12124,5463,Lens,100% UV Protective
12125,5463,Stitching,Double Stitch
12126,5464,Lifetime Guarantee,null
12127,5464,5 Year Warranty,null
12128,5465,Material,Control Support Bridge
12129,5466,Green Leaf Certified,null
12130,5466,Cut,Skinny
12131,5466,Cut,Straight
12132,5467,Cut,Striaght
12133,5467,Buttons,Brass
12134,5467,Non-GMO,null
12135,5467,Frame,AllLight Composition Resin
12136,5468,Non-GMO,null
12137,5468,Non-GMO,null
12138,5469,Cut,Straight
12139,5470,Cut,Loose
12140,5470,Satisfaction Guaranteed,null
12141,5471,Stitching,Cross Stitch
12142,5472,Satisfaction Guaranteed,null
12143,5472,Frame,DuraResin
12144,5472,Stitching,Cross Stitch
12145,5472,Cut,Skinny
12146,5473,Stitching,Cross Stitch
12147,5473,Buttons,White Resin
12148,5473,Lens,Ultrasheen Gold
12149,5474,Fabric,Wool
12150,5475,Buttons,Blue Resin
12151,5476,Non-GMO,null
12152,5477,Fabric,"95% Cotton, 5% Elastic"
12153,5477,Frame,AllLight Composition Resin
12154,5477,Sustainably Sourced,null
12155,5478,Cut,Loose
12156,5478,Buttons,Brass
12157,5478,Green Leaf Certified,null
12158,5478,Cut,Skinny
12159,5479,Lens,Ultrasheen Gold
12160,5480,Green Leaf Certified,null
12161,5480,Frame,DuraResin
12162,5480,Frame,DuraResin
12163,5481,Cut,Skinny
12164,5481,Satisfaction Guaranteed,null
12165,5481,Non-GMO,null
12166,5482,Fabric,Silk
12167,5483,5 Year Warranty,null
12168,5483,Sustainably Sourced,null
12169,5483,Lifetime Guarantee,null
12170,5483,Sustainably Sourced,null
12171,5484,5 Year Warranty,null
12172,5484,Frame,AllLight Composition Resin
12173,5485,Sustainably Sourced,null
12174,5486,Buttons,Brass
12175,5486,5 Year Warranty,null
12176,5486,Fair Trade Certified,null
12177,5487,Fabric,Canvas
12178,5487,Satisfaction Guaranteed,null
12179,5488,5 Year Warranty,null
12180,5488,Lens,Ultrasheen Gold
12181,5488,Stitching,Double Stitch
12182,5489,Non-GMO,null
12183,5490,Buttons,White Resin
12184,5490,Green Leaf Certified,null
12185,5490,Material,Armor Weave
12186,5491,Cut,Straight
12187,5491,Cut,Skinny
12188,5491,Buttons,Brass
12189,5492,Non-GMO,null
12190,5492,Non-GMO,null
12191,5493,Sustainably Sourced,null
12192,5493,Green Leaf Certified,null
12193,5494,Lens,Ultrasheen Silver
12194,5494,5 Year Warranty,null
12195,5494,Material,Armor Weave
12196,5495,Green Leaf Certified,null
12197,5495,Fabric,"80% Cotton, 20% Polyester"
12198,5495,Stitching,Cross Stitch
12199,5496,Stitching,Double Stitch
12200,5496,Lifetime Guarantee,null
12201,5496,Cut,Loose
12202,5497,Non-GMO,null
12203,5497,Lifetime Guarantee,null
12204,5498,Lens,Ultrasheen Gold
12205,5498,Lens,Ultrasheen Gold
12206,5498,Fair Trade Certified,null
12207,5499,Material,Armor Weave
12208,5499,Frame,AllLight Composition Resin
12209,5499,Lifetime Guarantee,null
12210,5500,Non-GMO,null
12211,5500,Frame,AllLight Composition Resin
12212,5500,Buttons,Ivory
12213,5501,Lifetime Guarantee,null
12214,5501,Sustainably Sourced,null
12215,5502,Cut,Skinny
12216,5502,5 Year Warranty,null
12217,5502,Material,Control Support Bridge
12218,5502,Lens,Ultrasheen Basic
12219,5503,Stitching,Cross Stitch
12220,5503,Non-GMO,null
12221,5504,5 Year Warranty,null
12222,5504,Satisfaction Guaranteed,null
12223,5505,Lens,Ultrasheen Gold
12224,5506,Lifetime Guarantee,null
12225,5506,Cut,Loose
12226,5507,Fair Trade Certified,null
12227,5507,Buttons,White Resin
12228,5508,Fair Trade Certified,null
12229,5508,Satisfaction Guaranteed,null
12230,5508,5 Year Warranty,null
12231,5508,5 Year Warranty,null
12232,5509,Material,FullSupport Hybrid Compound
12233,5509,Satisfaction Guaranteed,null
12234,5509,Cut,Loose
12235,5509,Buttons,Ivory
12236,5510,Sustainably Sourced,null
12237,5511,Material,Armor Weave
12238,5512,Buttons,White Resin
12239,5512,Buttons,White Resin
12240,5513,Non-GMO,null
12241,5514,Fair Trade Certified,null
12242,5515,Lifetime Guarantee,null
12243,5515,Buttons,White Resin
12244,5515,Fair Trade Certified,null
12245,5516,5 Year Warranty,null
12246,5517,Green Leaf Certified,null
12247,5517,Sustainably Sourced,null
12248,5518,Cut,Skinny
12249,5519,Stitching,Double Stitch
12250,5519,Lens,Ultrasheen Silver
12251,5519,Cut,Striaght
12252,5520,Non-GMO,null
12253,5520,Satisfaction Guaranteed,null
12254,5520,Non-GMO,null
12255,5520,Fair Trade Certified,null
12256,5521,Cut,Skinny
12257,5521,Cut,Loose
12258,5522,Fabric,Cashmere
12259,5522,Sustainably Sourced,null
12260,5523,Non-GMO,null
12261,5524,Sustainably Sourced,null
12262,5524,Non-GMO,null
12263,5525,Fabric,Velvet
12264,5526,Cut,Striaght
12265,5526,Frame,AllLight Composition Resin
12266,5527,Lens,Ultrasheen Basic
12267,5528,Material,FullSupport Hybrid Compound
12268,5528,Stitching,Cross Stitch
12269,5529,Cut,Straight
